Constituency,District Names,Factory Count,state,Type,Margin %,isMPMinister,centerAlignment,stateAlignment,rs_min_mplad_district,is_backward,ministry_comp_intersection,amount,non_backward,not_aligned,Total,Totalcsr,Avg ADI
JHALAWAR-BARAN,jhunjhunu,3,RAJASTHAN,GEN,24.6,0,1,1,0,0,0,3620000000,1,0,7,2,10
JHANJHARPUR,jigani,2,BIHAR,GEN,5.9,1,1,1,0,0,0,0,1,0,1,0,9
JHANSI,joda,5,UTTAR PRADESH,GEN,14.4,1,1,0,0,0,0,0,1,0,2,0,10
JHARGRAM,jodhpur,2,WEST BENGAL,ST,27.7,0,0,1,0,0,0,3730000000,1,0,36,0,13
JHUNJHUNU,jorhat,11,RAJASTHAN,GEN,23.2,0,1,1,0,0,0,6960000000,1,0,4,1,16
JODHPUR,jujuvadi,3,RAJASTHAN,GEN,38,0,1,1,0,1,0,32790000000,0,0,49,0,9
JORHAT,junagadh,2,ASSAM,GEN,11,0,1,0,0,0,0,200000000,1,0,7,0,15
JUNAGADH,kadaiya,2,GUJARAT,GEN,14.4,0,1,1,0,0,0,40000000,1,0,5,0,15
KACHCHH,kadapa,1,GUJARAT,SC,26.9,0,1,1,0,0,0,10690000000,1,0,194,6,17
KADAPA,kaimur,11,ANDHRA PRADESH,GEN,15.9,0,0,0,0,1,0,270000000,0,1,11,0,8
KAIRANA,kakinada,2,UTTAR PRADESH,GEN,21.2,0,1,0,0,0,0,230000000,1,0,32,0,14
KAISERGANJ,kakkanad,1,UTTAR PRADESH,GEN,8.3,0,1,0,0,1,0,130000000,0,0,5,0,8
KAKINADA,kalakada,1,ANDHRA PRADESH,GEN,0.3,0,1,1,0,0,0,2350000000,1,0,357,3,15
KALAHANDI,kalol,1,ODISHA,GEN,5,0,0,1,0,1,0,900000000,0,0,0,0,7
KALIABOR,kalol ina,4,ASSAM,GEN,8,0,0,1,0,0,0,200000000,1,0,6,0,12
KALLAKURICHI,kalwakurthy,1,TAMIL NADU,GEN,20.2,0,0,1,0,0,0,1660000000,1,0,45,1,16
KALYAN,kalwe,1,MAHARASHTRA,GEN,30.4,0,1,1,0,0,0,18690000000,1,0,335,14,17
KANCHEEPURAM,kamrup,4,TAMIL NADU,SC,13,0,0,1,0,0,0,740000000,1,0,130,0,18
KANDHAMAL,kamrup metropolitan,85,ODISHA,GEN,21.6,0,0,1,0,1,0,1180000000,0,0,8,0,8
KANGRA,kanchipuram,23,HIMACHAL PRADESH,GEN,21.3,0,1,0,0,1,0,170000000,0,0,247,0,16
KANKER,kangra,127,CHHATTISGARH,ST,3.5,0,1,1,0,1,0,8070000000,0,0,26,1,11
KANNAUJ,kannur,244,UTTAR PRADESH,GEN,1.8,0,0,1,0,0,0,3180000000,1,0,8,1,10
KANNIYAKUMARI,kanpur,1,TAMIL NADU,GEN,13,0,1,0,0,0,0,690000000,1,0,26,0,18
KANNUR,kanpur dehat,9,KERALA,GEN,0.7,0,0,0,0,0,0,220000000,1,1,1,0,16
KANPUR,kanpur nagar,1,UTTAR PRADESH,GEN,26.7,0,1,0,0,0,0,3820000000,1,0,21,3,18
KANTHI,kanyakumari,21,WEST BENGAL,GEN,17.8,0,0,1,0,0,0,0,1,0,0,0,14
KARAKAT,kapurthala,26,BIHAR,GEN,13.3,1,1,0,0,1,0,0,0,0,248,10,9
KARAULI-DHOLPUR,karbi anglong,4,RAJASTHAN,SC,3.2,0,1,1,0,1,0,0,0,0,0,0,12
KARIMGANJ,karimnagar,2,ASSAM,SC,11.5,0,0,0,0,1,0,0,0,1,1,0,9
KARIMNAGAR,karnal,32,TELANGANA,GEN,18.2,0,0,1,0,0,0,13180000000,1,0,29,2,14
KARNAL,karur,6,HARYANA,GEN,30.2,0,1,1,0,0,0,1400000000,1,0,12,0,16
KARUR,karveer,6,TAMIL NADU,GEN,18.7,0,0,1,0,0,0,5030000000,1,0,37,3,16
KASARAGOD,kasimkota,1,KERALA,GEN,0.7,0,0,0,0,0,0,220000000,1,1,1,0,16
KATIHAR,kathua,1,BIHAR,GEN,11.7,0,0,0,0,1,0,0,0,1,0,0,8
KAUSHAMBI,katni,3,UTTAR PRADESH,SC,4.7,0,1,0,0,0,0,70000000,1,0,0,0,9
KENDRAPARA,kendujhar,6,ODISHA,GEN,18.3,0,0,1,0,0,0,2820000000,1,0,4,0,12
KEONJHAR,khammam,38,ODISHA,ST,14.5,0,0,1,0,0,0,410000000,1,0,41,0,8
KHADOOR SAHIB,khandala,20,PUNJAB,GEN,9.7,0,1,1,0,1,0,1740000000,0,0,18,0,17
KHAGARIA,khapri,2,BIHAR,GEN,8.5,0,1,0,0,1,0,0,0,0,1,0,8
KHAJURAHO,kharagprasad,1,MADHYA PRADESH,GEN,28.3,0,1,1,0,1,0,520000000,0,0,7,0,10
KHAMMAM,kharagpur,6,TELANGANA,GEN,1,0,0,0,0,1,0,1180000000,0,1,20,3,15
KHANDWA,khargone,2,MADHYA PRADESH,GEN,20.7,0,1,1,0,1,0,4120000000,0,0,24,4,12
KHARGONE,khatima,9,MADHYA PRADESH,ST,22.4,0,1,1,0,1,0,540000000,0,0,9,1,9
KHEDA,kheda,1,GUJARAT,GEN,24.4,0,1,1,1,0,1,89080000000,1,0,372,35,16
KHERI,alchi,15,UTTAR PRADESH,GEN,10.2,0,1,0,0,0,0,0,1,0,0,0,7
KHUNTI,khol,1,JHARKHAND,ST,12.5,0,1,1,0,1,0,1080000000,0,0,66,0,9
KISHANGANJ,khopoli,1,BIHAR,GEN,21,0,0,0,0,1,0,0,0,1,0,0,8
KODARMA,khordha,3,JHARKHAND,GEN,9.6,0,1,1,0,1,0,800000000,0,0,4,0,9
KOKRAJHAR,khunti,36,ASSAM,ST,29.1,0,0,0,0,1,0,880000000,0,1,11,0,11
KOLAR,kochi,1,KARNATAKA,SC,4.2,0,0,1,0,0,0,640000000,1,0,29,1,16
KOLHAPUR,kodad,8,MAHARASHTRA,GEN,2.6,0,0,0,0,0,0,1910000000,1,1,54,1,18
KOLKATA DAKSHIN,kodagu,1,WEST BENGAL,GEN,11.7,0,0,1,0,0,0,71540000000,1,0,213,35,16
KOLKATA UTTAR,kolar,1,WEST BENGAL,GEN,10.1,0,0,1,0,0,0,70450000000,1,0,197,34,18
KOLLAM,kolhapur,10,KERALA,GEN,4.3,0,0,0,0,0,0,150000000,1,1,0,0,14
KOPPAL,kolkata,55,KARNATAKA,GEN,3.2,0,1,0,0,0,0,4100000000,1,0,35,3,13
KORAPUT,koppal,198,ODISHA,ST,2,0,0,1,0,1,0,4880000000,0,0,3,0,8
KORBA,korahavali,9,CHHATTISGARH,GEN,0.4,0,1,1,0,1,0,23120000000,0,0,41,2,13
KOTA,koraput,2,RAJASTHAN,GEN,17.4,0,1,1,0,0,0,5360000000,1,0,13,2,14
KOTTAYAM,korba,1,KERALA,GEN,14.5,0,0,0,0,0,0,21410000000,1,1,29,8,16
KOZHIKODE,koriya,9,KERALA,GEN,1.8,0,0,1,0,0,0,340000000,1,0,0,0,16
KRISHNAGIRI,koshi,2,TAMIL NADU,GEN,19.3,0,0,1,0,0,0,1060000000,1,0,59,3,13
KRISHNANAGAR,kosigi,1,WEST BENGAL,GEN,5.7,0,0,1,0,1,0,1670000000,0,0,2,0,11
KURNOOL,kota,1,ANDHRA PRADESH,GEN,4.1,0,0,0,0,0,0,4190000000,1,1,37,3,15
KURUKSHETRA,kotdwar,13,HARYANA,GEN,11.4,0,1,1,0,0,0,830000000,1,0,2,0,17
KUSHI NAGAR,kotli,3,UTTAR PRADESH,GEN,9,0,1,0,0,0,0,0,1,0,3,0,10
LADAKH,kotputli,1,JAMMU AND KASHMIR,GEN,0,0,1,0,0,0,0,230000000,1,0,0,0,16
LAKHIMPUR,kottayam,1,ASSAM,GEN,26.3,1,1,0,0,0,0,16940000000,1,0,16,3,13
LAKSHADWEEP,kovvur,5,LAKSHADWEEP,ST,3.6,0,0,0,0,0,0,0,1,1,0,0,16
LALGANJ,krishna,1,UTTAR PRADESH,SC,7,0,1,0,0,0,0,0,1,0,0,0,11
LATUR,krishnagiri,27,MAHARASHTRA,SC,24,0,1,1,0,1,0,3040000000,0,0,9,0,14
LOHARDAGA,krisnagiri,59,JHARKHAND,ST,1,1,1,1,0,1,1,830000000,0,0,48,0,7
LUCKNOW,kudgi,4,UTTAR PRADESH,GEN,26.4,1,1,0,0,0,1,3480000000,1,0,39,3,16
LUDHIANA,kullu,7,PUNJAB,GEN,1.8,0,0,0,0,0,0,7260000000,1,1,60,8,18
MACHHLISHAHR,kundaim,4,UTTAR PRADESH,SC,17.3,0,1,0,0,0,0,4500000000,1,0,19,2,13
MACHILIPATNAM,kurali,1,ANDHRA PRADESH,GEN,7.1,0,1,0,1,0,0,6760000000,1,0,27,1,17
MADHA,kurnool,3,MAHARASHTRA,GEN,2.3,0,0,0,0,0,0,2710000000,1,1,94,4,16
MADHEPURA,kuruvimedu,39,BIHAR,GEN,5.4,0,0,0,0,0,0,0,1,1,0,0,8
MADHUBANI,kushinagar,1,BIHAR,GEN,2.4,0,1,1,0,0,0,0,1,0,1,0,8
MADURAI,kutch,3,TAMIL NADU,GEN,20.2,0,0,1,0,0,0,2580000000,1,0,19,2,18
MAHABUBABAD,lakhimpur,171,TELANGANA,ST,3.1,0,0,1,0,1,0,1180000000,0,0,20,3,14
MAHARAJGANJ,lakhimpur kheri,1,BIHAR,GEN,4.5,0,1,1,0,0,0,270000000,1,0,0,0,10
MAHARAJGANJ,lanjigarh,3,UTTAR PRADESH,GEN,22.8,0,1,0,0,0,0,0,1,0,0,0,10
MAHASAMUND,latur,1,CHHATTISGARH,GEN,0.1,0,1,1,0,1,0,11010000000,0,0,36,0,11
MAHBUBNAGAR,limda,1,TELANGANA,GEN,0.3,0,0,1,0,0,0,1730000000,1,0,18,1,14
MAHESANA,lohardaga,1,GUJARAT,GEN,20.8,0,1,1,0,0,0,3740000000,1,0,109,4,17
MAINPURI,lucknow,1,UTTAR PRADESH,GEN,36.5,0,0,1,0,0,0,0,1,0,0,0,10
MALAPPURAM,ludhiana,39,KERALA,GEN,22.8,0,0,0,0,0,0,0,1,1,0,0,16
MALDAHA DAKSHIN,madhubani,60,WEST BENGAL,GEN,15,0,0,0,0,1,0,470000000,0,1,1,0,10
MALDAHA UTTAR,madurai,1,WEST BENGAL,GEN,5.6,0,0,0,0,1,0,0,0,1,0,0,10
MALKAJGIRI,mahabubnagar,20,TELANGANA,GEN,1.8,0,1,0,0,0,0,34200000000,1,0,273,27,18
MANDI,mahalunge ingale,18,HIMACHAL PRADESH,GEN,5.5,0,1,0,0,1,0,390000000,0,0,19,0,17
MANDLA,mahilpur,1,MADHYA PRADESH,ST,9.1,0,1,1,0,0,0,1050000000,1,0,9,0,9
MANDSOUR,malanpur,1,MADHYA PRADESH,GEN,26.1,0,1,1,0,0,0,400000000,1,0,11,0,11
MANDYA,malegaon,1,KARNATAKA,GEN,0.5,0,0,0,0,0,0,830000000,1,1,89,0,16
MANGALDOI,manama,4,ASSAM,GEN,1.9,0,1,0,0,1,0,4340000000,0,0,87,0,13
MATHURA,mandal,1,UTTAR PRADESH,GEN,30.7,0,1,0,0,0,0,1040000000,1,0,7,1,12
MATHURAPUR,mandi,6,WEST BENGAL,SC,10.9,0,0,1,0,0,0,240000000,1,0,38,0,18
MAVAL,mandsaur,1,MAHARASHTRA,GEN,13.4,0,1,1,0,0,0,177470000000,1,0,1411,56,14
MAVELIKKARA,mandya,2,KERALA,SC,3.7,0,0,1,0,0,0,4900000000,1,0,15,2,15
MAYILADUTHURAI,manesar,3,TAMIL NADU,GEN,27,0,0,1,0,0,0,5840000000,1,0,9,1,16
MAYURBHANJ,mangalore,2,ODISHA,ST,11.7,0,0,1,0,0,0,410000000,1,0,3,0,7
MEDAK,mathura,7,TELANGANA,GEN,33.3,0,0,1,0,0,0,3500000000,1,0,110,3,15
MEDINIPUR,mayileripalayam,8,WEST BENGAL,GEN,14.7,0,0,1,0,0,0,0,1,0,29,0,14
MEERUT,mayurbhanj,1,UTTAR PRADESH,GEN,20.9,0,1,0,0,0,0,1380000000,1,0,146,3,17
MIRZAPUR,medak,3,UTTAR PRADESH,GEN,21.7,0,1,0,0,0,0,0,1,0,0,0,11
MISRIKH,meerut,114,UTTAR PRADESH,SC,8.8,0,1,0,0,0,0,4510000000,1,0,33,3,11
MIZORAM,mehsana,13,MIZORAM,ST,1.4,0,0,1,0,1,0,830000000,0,0,0,0,15
MOHANLALGANJ,mevalurkuppam,22,UTTAR PRADESH,SC,13,0,1,0,0,0,0,4110000000,1,0,51,3,11
MORADABAD,mewat,2,UTTAR PRADESH,GEN,7.8,0,1,0,0,0,0,1250000000,1,0,20,1,11
MORENA,moga,2,MADHYA PRADESH,GEN,15.6,0,1,1,0,0,0,440000000,1,0,8,0,8
MUMBAI NORTH,mohadi,13,MAHARASHTRA,GEN,47.2,0,1,1,0,0,0,330000000,1,0,166,40,18
MUMBAI NORTH CENTRAL,mohali,2,MAHARASHTRA,GEN,22.1,0,1,1,0,0,0,330000000,1,0,166,40,18
MUMBAI NORTH EAST,mon,2,MAHARASHTRA,GEN,36.8,0,1,1,0,0,0,330000000,1,0,166,40,18
MUMBAI NORTH WEST,moradabad,1,MAHARASHTRA,GEN,20.4,0,1,1,0,0,0,330000000,1,0,166,40,18
MUMBAI SOUTH,moraiya,13,MAHARASHTRA,GEN,16.4,0,1,1,1,0,1,34560000000,1,0,176,49,18
MUMBAI SOUTH CENTRAL,moranapalli,4,MAHARASHTRA,GEN,18,0,1,1,1,0,1,34560000000,1,0,176,49,18
MUNGER,morena,1,BIHAR,GEN,11.9,0,1,0,1,0,1,2430000000,1,0,36,2,11
MURSHIDABAD,moti bhoyan,8,WEST BENGAL,GEN,1.4,0,0,0,0,1,0,2140000000,0,1,3,0,10
MUZAFFARNAGAR,mumbai city,1,UTTAR PRADESH,GEN,36.2,1,1,0,0,0,1,540000000,1,0,25,0,15
MUZAFFARPUR,mumbai suburban,180,BIHAR,GEN,23.4,0,1,1,0,1,0,2460000000,0,0,3,0,8
MYSORE,mundhegaon,180,KARNATAKA,GEN,2.7,0,1,0,0,0,0,820000000,1,0,87,0,17
NABARANGPUR,munger,4,ODISHA,ST,0.2,0,0,1,0,1,0,4880000000,0,0,2,0,8
NAGALAND,munnar,1,NAGALAND,ST,38.5,0,1,1,0,1,0,360000000,0,0,1,1,13
NAGAPATTINAM,murshidabad,1,TAMIL NADU,SC,11.3,0,0,1,0,0,0,1850000000,1,0,4,0,15
NAGARKURNOOL,mussoorie,1,TELANGANA,SC,1.5,0,0,0,0,0,0,1730000000,1,1,18,1,14
NAGAUR,muzaffarnagar,1,RAJASTHAN,GEN,7.5,0,1,1,0,0,0,4010000000,1,0,0,0,11
NAGINA,muzaffarpur,12,UTTAR PRADESH,SC,9.8,0,1,0,0,0,0,150000000,1,0,7,0,11
NAGPUR,mysore,3,MAHARASHTRA,GEN,26.3,1,1,1,0,0,1,8260000000,1,0,459,8,18
NAINITAL-UDHAMSINGH NAGAR,nabarangpur,86,UTTARAKHAND,GEN,25.8,0,1,0,0,1,0,170000000,0,0,208,1,15
NALANDA,nadia,1,BIHAR,GEN,1,0,1,1,0,0,0,280000000,1,0,0,0,8
NALGONDA,nagaon,2,TELANGANA,GEN,16.2,0,0,0,0,0,0,1860000000,1,1,41,7,14
NAMAKKAL,nagapattinam,1,TAMIL NADU,GEN,27.8,0,0,1,0,0,0,1760000000,1,0,33,1,18
NANDED,nagapur,4,MAHARASHTRA,GEN,8,0,0,0,0,1,0,1040000000,0,1,8,0,15
NANDURBAR,nagpur,4,MAHARASHTRA,ST,9.6,0,1,1,0,1,0,4250000000,0,0,16,0,11
NANDYAL,naharlagun,463,ANDHRA PRADESH,GEN,8.8,0,0,0,0,0,0,4190000000,1,1,37,3,15
NARASARAOPET,nainital,2,ANDHRA PRADESH,GEN,2.8,0,1,1,0,0,0,5850000000,1,0,22,3,16
NARSAPURAM,nalagarh,7,ANDHRA PRADESH,GEN,7.8,0,1,0,1,0,0,4270000000,1,0,21,1,15
NASHIK,nalgonda,3,MAHARASHTRA,GEN,20,0,1,1,0,0,0,11470000000,1,0,205,8,18
NAVSARI,namakkal,41,GUJARAT,GEN,48.1,0,1,1,0,0,0,22120000000,1,0,339,6,18
NAWADA,nanded,2,BIHAR,GEN,15.8,1,1,1,0,1,0,0,0,0,0,0,8
NELLORE,nandigama,8,ANDHRA PRADESH,GEN,1.1,0,0,0,0,0,0,230000000,1,1,35,0,14
NEW DELHI,nandurbar,1,DELHI,GEN,16.8,0,1,0,0,0,0,15720000000,1,0,81,5,18
NILGIRIS,narsinghpur,1,TAMIL NADU,SC,11.2,0,0,1,0,0,0,17760000000,1,0,184,14,18
NIZAMABAD,nashik,8,TELANGANA,GEN,16.2,0,0,1,0,0,0,13190000000,1,0,31,2,14
NORTH EAST DELHI,nasirabad,205,DELHI,GEN,10.9,0,1,0,0,0,0,2800000000,1,0,1,0,18
NORTH GOA,navi mumbai,1,GOA,GEN,26,1,1,1,0,0,1,710000000,1,0,80,1,18
NORTH WEST DELHI,navsari,61,DELHI,SC,7.9,0,1,0,0,0,0,49790000000,1,0,4,0,18
NOWGONG,nawabpet,1,ASSAM,GEN,11.7,0,1,0,0,0,0,0,1,0,1,0,9
ONGOLE,nayagarh,1,ANDHRA PRADESH,GEN,1.3,0,0,0,0,0,0,230000000,1,1,27,0,14
OSMANABAD,neemuch,1,MAHARASHTRA,GEN,21,0,1,1,0,0,0,3940000000,1,0,37,2,13
OUTER MANIPUR,nellore,1,MANIPUR,ST,2,0,0,1,0,1,0,960000000,0,0,0,0,12
PALAKKAD,new delhi,31,KERALA,GEN,11.6,0,0,0,0,0,0,1400000000,1,1,15,0,16
PALAMAU,nighoje,90,JHARKHAND,SC,27,0,1,1,0,1,0,0,0,0,1,0,7
PALGHAR,nilgiris,3,MAHARASHTRA,ST,24.1,0,1,1,0,0,0,20330000000,1,0,383,16,17
PALI,nizamabad,1,RAJASTHAN,GEN,36.4,0,1,1,0,0,0,31920000000,1,0,13,0,11
PANCHMAHAL,noida,10,GUJARAT,GEN,18.3,0,1,1,1,0,1,710000000,1,0,54,2,12
PARBHANI,noorpur dehat,37,MAHARASHTRA,GEN,10.9,0,1,1,0,0,0,40440000000,1,0,28,0,12
PASCHIM CHAMPARAN,north 24 parganas,2,BIHAR,GEN,12.9,0,1,1,0,0,0,0,1,0,0,0,8
PATALIPUTRA,north delhi,38,BIHAR,GEN,4.1,1,1,1,1,0,1,2380000000,1,0,35,2,14
PATAN,north goa,1,GUJARAT,GEN,14.5,0,1,1,0,0,0,8390000000,1,0,106,3,16
PATHANAMTHITTA,north west delhi,80,KERALA,GEN,6.5,0,0,1,0,0,0,1820000000,1,0,10,2,16
PATIALA,osmanabad,18,PUNJAB,GEN,1.9,0,0,0,0,0,0,3290000000,1,1,30,2,17
PATNA SAHIB,padra,2,BIHAR,GEN,30.1,0,1,1,1,0,1,2380000000,1,0,35,2,14
PEDDAPALLE,palakkad,1,TELANGANA,SC,28.5,0,0,1,0,1,0,13330000000,0,0,31,2,13
PERAMBALUR,palakonda,15,TAMIL NADU,GEN,20.7,0,0,1,0,0,0,3650000000,1,0,17,2,17
PHULPUR,palamu,1,UTTAR PRADESH,GEN,32.1,0,1,0,0,0,0,630000000,1,0,0,0,12
PILIBHIT,palghar,1,UTTAR PRADESH,GEN,29.2,1,1,0,0,0,0,660000000,1,0,16,0,10
POLLACHI,pali,48,TAMIL NADU,GEN,13.9,0,0,1,0,0,0,16560000000,1,0,135,13,18
PONDICHERRY,palwal,2,PUDUCHERRY,GEN,8.2,1,1,1,0,0,1,250000000,1,0,89,1,18
PONNANI,pamarru,58,KERALA,GEN,2.9,0,0,0,0,0,0,1400000000,1,1,15,0,16
PORBANDAR,panaji,2,GUJARAT,GEN,33.1,0,1,1,0,0,0,7260000000,1,0,31,2,17
PRATAPGARH,panchkula,8,UTTAR PRADESH,GEN,18.8,0,1,0,0,0,0,70000000,1,0,0,0,10
PUNE,panchmahal,33,MAHARASHTRA,GEN,31.8,0,1,1,0,0,0,176290000000,1,0,779,49,18
PURI,panipat,39,ODISHA,GEN,25.3,0,0,1,0,0,0,1700000000,1,0,37,0,14
PURNIA,panoli,6,BIHAR,GEN,11.5,0,1,1,0,1,0,0,0,0,0,0,8
PURULIA,pantnagar,1,WEST BENGAL,GEN,12.8,0,0,1,0,0,0,3730000000,1,0,7,0,9
PURVI CHAMPARAN,paravai,5,BIHAR,GEN,23.4,1,1,1,0,0,0,0,1,0,0,0,9
RAE BARELI,parbhani,1,UTTAR PRADESH,GEN,42.7,0,0,0,0,0,0,3320000000,1,1,12,1,9
RAICHUR,parlli part,31,KARNATAKA,ST,0.2,0,0,1,0,1,0,3280000000,0,0,29,0,14
RAIGAD,parwanoo,1,MAHARASHTRA,GEN,0.2,1,1,1,0,0,1,3550000000,1,0,661,9,12
RAIGANJ,patan,3,WEST BENGAL,GEN,0.1,0,0,0,0,0,0,0,1,1,0,0,10
RAIGARH,patancheru,80,CHHATTISGARH,ST,17.4,1,1,1,0,0,0,170000000,1,0,33,1,13
RAIPUR,pathanamthitta,5,CHHATTISGARH,GEN,13.7,0,1,1,0,0,0,10860000000,1,0,37,0,12
RAJAHMUNDRY,pathankot,2,ANDHRA PRADESH,GEN,14.5,0,1,1,1,0,0,6620000000,1,0,378,4,15
RAJAMPET,pathredi,20,ANDHRA PRADESH,GEN,15.1,0,0,0,0,1,0,7740000000,0,1,57,4,11
RAJGARH,patiala,1,MADHYA PRADESH,GEN,22.6,0,1,1,0,1,0,340000000,0,0,12,0,10
RAJKOT,patna,6,GUJARAT,GEN,23.3,1,1,1,0,1,1,8570000000,0,0,20,0,16
RAJMAHAL,patratu,36,JHARKHAND,ST,4.3,0,0,0,0,1,0,0,0,1,0,0,10
RAJNANDGAON,pawa,1,CHHATTISGARH,GEN,20,0,1,1,0,1,0,1510000000,0,0,7,0,10
RAJSAMAND,perambalur,2,RAJASTHAN,GEN,40.3,0,1,1,0,0,0,35510000000,1,0,19,2,13
RAMANATHAPURAM,ahmedgarh,6,TAMIL NADU,GEN,11.9,0,0,1,0,1,0,2280000000,0,0,20,2,16
RAMPUR,perundurai,1,UTTAR PRADESH,GEN,2.5,0,1,0,0,0,0,1210000000,1,0,9,1,10
RAMTEK,pimpri-chinchwad,3,MAHARASHTRA,SC,16.7,0,1,1,0,0,0,8260000000,1,0,459,8,18
RANAGHAT,pithampur,6,WEST BENGAL,SC,14.9,0,0,1,0,1,0,1670000000,0,0,2,0,11
RANCHI,pithoragarh,23,JHARKHAND,GEN,19,0,1,1,0,1,0,830000000,0,0,65,0,11
RATLAM,pitlam,1,MADHYA PRADESH,ST,10,0,1,1,0,0,0,0,1,0,8,0,10
RATNAGIRI SINDHUDURG,ponda,1,MAHARASHTRA,GEN,16.7,0,1,1,0,0,0,2370000000,1,0,32,2,14
RAVER,pondicherry,4,MAHARASHTRA,GEN,31.5,0,1,1,0,1,0,400000000,0,0,37,0,14
REWA,por,58,MADHYA PRADESH,GEN,20.3,0,1,1,0,0,0,200000000,1,0,3,1,12
ROBERTSGANJ,porbandar,1,UTTAR PRADESH,SC,21.5,0,1,0,0,1,0,980000000,0,0,14,1,10
ROHTAK,post,7,HARYANA,GEN,16.3,0,0,0,1,0,0,7970000000,1,1,72,4,18
SABARKANTHA,prakasam,4,GUJARAT,GEN,7.7,0,1,1,0,0,0,210000000,1,0,3,0,13
SAGAR,puducherry,24,MADHYA PRADESH,GEN,13.5,0,1,1,0,1,0,680000000,0,0,0,0,11
SAHARANPUR,pudukkottai,18,UTTAR PRADESH,GEN,5.5,0,1,0,0,0,0,230000000,1,0,20,0,14
SALEM,pujali m,13,TAMIL NADU,GEN,23.3,0,0,1,0,0,0,1660000000,1,0,31,1,18
SALEMPUR,pune,3,UTTAR PRADESH,GEN,27.2,0,1,0,0,0,0,330000000,1,0,1,0,12
SAMASTIPUR,pune pcmc,780,BIHAR,SC,0.8,0,1,0,0,0,0,0,1,0,1,0,8
SAMBALPUR,purba medinipur,1,ODISHA,GEN,3.1,0,0,1,0,0,0,42040000000,1,0,31,1,11
SAMBHAL,purulia,25,UTTAR PRADESH,GEN,0.5,0,1,0,0,0,0,1150000000,1,0,17,2,11
SANGLI,rae bareli,7,MAHARASHTRA,GEN,22.9,0,1,1,0,0,0,1310000000,1,0,10,0,16
SANGRUR,raibag,12,PUNJAB,GEN,19.3,0,0,0,0,0,0,1300000000,1,1,195,2,15
SANT KABIR NAGAR,raichur,2,UTTAR PRADESH,GEN,9.7,0,1,0,0,0,0,3240000000,1,0,13,0,11
SARAN,raigad,6,BIHAR,GEN,4.7,1,1,1,0,0,0,270000000,1,0,0,0,9
SASARAM,raigarh,632,BIHAR,SC,7.5,0,1,1,0,0,0,0,1,0,2,0,9
SATARA,raipur,33,MAHARASHTRA,GEN,37.5,0,0,0,0,0,0,1750000000,1,1,60,2,17
SATNA,raisen,36,MADHYA PRADESH,GEN,1,0,1,1,0,0,0,560000000,1,0,10,0,12
SECUNDERABAD,rajasthan,32,TELANGANA,GEN,25.4,1,1,0,0,0,1,30460000000,1,0,159,26,18
SHAHDOL,rajgarh,1,MADHYA PRADESH,ST,24.9,0,1,1,0,0,0,570000000,1,0,277,2,11
SHAHJAHANPUR,rajkot,2,UTTAR PRADESH,SC,20.8,0,1,0,0,0,0,3310000000,1,0,5,0,8
SHEOHAR,rajnandgaon,20,BIHAR,GEN,16.2,0,1,1,0,1,0,200000000,0,0,2,0,9
SHILLONG,rajsamand,7,MEGHALAYA,ST,6.5,0,0,1,0,1,0,1560000000,0,0,3,0,10
SHIMLA,ramagundam,4,HIMACHAL PRADESH,SC,11.4,0,1,0,0,0,0,2580000000,1,0,186,1,18
SHIMOGA,ramanagara,5,KARNATAKA,GEN,32.2,0,1,0,0,0,0,3100000000,1,0,14,1,17
SHIRDI,ramanathapuram,2,MAHARASHTRA,SC,21.4,0,1,1,0,0,0,340000000,1,0,21,0,14
SHIRUR,ramgarh,1,MAHARASHTRA,GEN,27.7,0,1,1,0,0,0,176290000000,1,0,779,49,18
SHRAWASTI,rampur,8,UTTAR PRADESH,GEN,8.8,0,1,0,0,1,0,60000000,0,0,4,0,7
SIDHI,ranchi,9,MADHYA PRADESH,GEN,10.9,0,1,1,0,1,0,50070000000,0,0,290,3,9
SIKAR,ranga reddy,47,RAJASTHAN,GEN,22.4,0,1,1,0,0,0,910000000,1,0,2,1,16
SIKKIM,ranjangaon,116,SIKKIM,GEN,13.5,0,0,1,0,1,0,310000000,0,0,16,0,17
SILCHAR,rarpur,2,ASSAM,GEN,4.4,0,0,1,0,0,0,0,1,0,0,0,13
SINGHBHUM,ratlam,2,JHARKHAND,ST,11,0,1,1,0,1,0,0,0,0,18,0,11
SIRSA,ratnagiri,8,HARYANA,SC,9,0,0,0,0,0,0,410000000,1,1,0,0,15
SITAMARHI,ravikamatham,29,BIHAR,GEN,16.4,0,1,0,0,1,0,200000000,0,0,2,0,9
SITAPUR,rawan,1,UTTAR PRADESH,GEN,5,0,1,0,0,0,0,630000000,1,0,12,0,7
SIVAGANGA,rayagada,1,TAMIL NADU,GEN,22.3,0,0,1,0,0,0,300000000,1,0,17,0,15
SIWAN,relwa khurd,2,BIHAR,GEN,12.9,0,1,1,0,0,0,0,1,0,0,0,15
SOLAPUR,renukoot,2,MAHARASHTRA,SC,15.7,0,1,1,0,0,0,960000000,1,0,34,2,15
SONIPAT,rewa,2,HARYANA,GEN,7.9,0,1,1,0,0,0,10360000000,1,0,15,0,16
SOUTH DELHI,rewari,3,DELHI,GEN,9.7,0,1,0,0,0,0,5400000000,1,0,34,4,18
