L74899DL1965GOI004352,ENGINEERS INDIA LIMITED,Overseas Office,17th floor Abu Dhabi - 126592 Not Specified - United Arab Emirates Phone : 2-6740101 Fax : 2-6740707 Email :cooeilad@eiluae.ae Internet :,24.453884,54.3773438,Abu Dhabi,Abu Dhabi,Abu Dhabi,
L45201GJ1985PLC008338,JAIHIND PROJECTS LIMITED,Overseas Office,Room No.01 Office No.802 8th floor  Abu Dhabi - Not Specified - United Arab Emirates Phone : 26221411 Fax : 26221445 Email :jpluae@jpl.co.in Internet :,24.453884,54.3773438,Abu Dhabi,Abu Dhabi,Abu Dhabi,
U62200DL2007PLC163930,PUNJ LLOYD AVIATION LIMITED,Overseas Office,PO Box 28907 Abu Dhabi - Not Specified - United Arab Emirates Phone : 2626 1604 Fax : 2626 7789 Email :pllme@punjlloyd.com Internet :,24.453884,54.3773438,Abu Dhabi,Abu Dhabi,Abu Dhabi,
U51103DL2008PTC180660,PUNJ LLOYD DELTA RENEWABLES PRIVATE LIMITED,Overseas Office,PO Box 28907 Abu Dhabi - Not Specified - United Arab Emirates Phone : 2626 1604 Fax : 2626 7789 Email :pllme@punjlloyd.com Internet :,24.453884,54.3773438,Abu Dhabi,Abu Dhabi,Abu Dhabi,
U17123DL1998PTC097529,PUNJ LLOYD ENGINEERING PRIVATE LIMITED,Overseas Office,PO Box 28907 Abu Dhabi - Not Specified - United Arab Emirates Phone : 2626 1604 Fax : 2626 7789 Email :pllme@punjlloyd.com Internet :,24.490514,54.3723125,Abu Dhabi,Abu Dhabi,Abu Dhabi,
U74899DL1993PLC054888,PUNJ LLOYD INDUSTRIES LIMITED,Overseas Office,PO Box 28907 Abu Dhabi - Not Specified - United Arab Emirates Phone : 2626 1604 Fax : 2626 7789 Email :pllme@punjlloyd.com Internet :,24.453884,54.3773438,Abu Dhabi,Abu Dhabi,Abu Dhabi,
U45400DL2007PLC161684,PUNJ LLOYD INFRASTRUCTURE LIMITED,Overseas Office,PO Box 28907 Abu Dhabi - Not Specified - United Arab Emirates Phone : 2626 1604 Fax : 2626 7789 Email :pllme@punjlloyd.com Internet :,24.453884,54.3773438,Abu Dhabi,Abu Dhabi,Abu Dhabi,
U40106DL2010PLC211739,PUNJ LLOYD SOLAR POWER LIMITED,Overseas Office,PO Box 28907 Abu Dhabi - Not Specified - United Arab Emirates Phone : 2626 1604 Fax : 2626 7789 Email :pllme@punjlloyd.com Internet :,24.453884,54.3773438,Abu Dhabi,Abu Dhabi,Abu Dhabi,
U11100DL2007PLC161686,PUNJ LLOYD UPSTREAM LIMITED,Overseas Office,PO Box 28907 Abu Dhabi - Not Specified - United Arab Emirates Phone : 2626 1604 Fax : 2626 7789 Email :pllme@punjlloyd.com Internet :,24.453884,54.3773438,Abu Dhabi,Abu Dhabi,Abu Dhabi,
L74899DL1988PLC033314,PUNJ-LLOYD LIMITED,Overseas Office,PO Box 28907 Abu Dhabi - Not Specified - United Arab Emirates Phone : 2626 1604 Fax : 2626 7789 Email :pllme@punjlloyd.com Internet :,24.453884,54.3773438,Abu Dhabi,Abu Dhabi,Abu Dhabi,
U45203WB2007PLC115817,SIMPLEX INFRA DEVELOPMENT LIMITED,Regional Office,Mouza Mubarak Ali Ghanem Abu Dhabi - 130764 Not Specified - United Arab Emirates Phone : Fax : Email : Internet :,24.453884,54.3773438,Abu Dhabi,Abu Dhabi,Abu Dhabi,
U45203WB2007PLC115817,SIMPLEX INFRA DEVELOPMENT LIMITED,Overseas Office,Bole Subcity Former Woreda 17 Addis Ababa - Not Specified - Ethiopia Phone : Fax : Email : Internet :,9.0182537,38.8029421,Addis Ababa,Addis Ababa,Addis Ababa,
L74899DL1988PLC032166,UFLEX LIMITED,Overseas Office,Boulevard De Los Rios Altamira - Tamaulipas - Mexico Phone : Fax : Email : Internet :,22.4203564,-97.8848415,Altamira,Altamira,Tamaulipas,
U85110KA1995PLC018673,TECH MAHINDRA ( R & D SERVICES) LIMITED,Overseas Office,Suvarnabhumi Airport AOT Building 4th floor Bangkok - 10540 Not Specified - Thailand Phone : 2-1346253 Fax : Email : Internet :,13.6899991,100.7501124,Nong Prue,Amphoe Bang Phli,Chang Wat Samut Prakan,
U72900MH2002PLC254736,TECH MAHINDRA BPO LIMITED,Overseas Office,Suvarnabhumi Airport AOT Building 4th floor Bangkok - 10540 Not Specified - Thailand Phone : 2-1346253 Fax : Email : Internet :,13.6899991,100.7501124,Nong Prue,Amphoe Bang Phli,Chang Wat Samut Prakan,
U72900MH2006PLC159149,TECH MAHINDRA BUSINESS SERVICES LIMITED,Overseas Office,Suvarnabhumi Airport AOT Building 4th floor Bangkok - 10540 Not Specified - Thailand Phone : 2-1346253 Fax : Email : Internet :,13.6899991,100.7501124,Nong Prue,Amphoe Bang Phli,Chang Wat Samut Prakan,
U85310MH2006PLC160651,TECH MAHINDRA FOUNDATION,Overseas Office,Suvarnabhumi Airport AOT Building 4th floor Bangkok - 10540 Not Specified - Thailand Phone : 2-1346253 Fax : Email : Internet :,13.6899991,100.7501124,Nong Prue,Amphoe Bang Phli,Chang Wat Samut Prakan,
L64200MH1986PLC041370,TECH MAHINDRA LIMITED,Overseas Office,Suvarnabhumi Airport AOT Building 4th floor Bangkok - 10540 Not Specified - Thailand Phone : 2-1346253 Fax : Email : Internet :,13.6899991,100.7501124,Nong Prue,Amphoe Bang Phli,Chang Wat Samut Prakan,
L36911MH1986PLC040689,GITANJALI GEMS LTD,Overseas Office,99/29 Moo 5 Lamphun - Not Reported - Thailand Phone : Fax : Email : Internet :,18.4812708,98.8932159,Tambon Tha Tum,Amphoe Pa Sang,Chang Wat Lamphun,
L36911MH1986PLC040689,GITANJALI GEMS LTD,Factory/plant,99/29 Moo 5 Lamphun - 51000 Not Reported - Thailand Phone : Fax : Email : Internet :,18.4812708,98.8932159,Tambon Tha Tum,Amphoe Pa Sang,Chang Wat Lamphun,
L72900TN2011PLC080183,INTELLECT DESIGN ARENA LIMITED,Overseas Office,Level 33 Interchange 21 Bangkok - Not Specified - Thailand Phone : 2-6603619 Fax : 2-6603881 Email : Internet :,13.7365589,100.5617619,Bangkok,Bangkok,,
U85110KA1995PLC018673,TECH MAHINDRA ( R & D SERVICES) LIMITED,Overseas Office,54 BB Building 13th floor Bangkok - 10110 Not Specified - Thailand Phone : 2-6408170 Fax : Email : Internet :,13.7436932,100.5628604,Bangkok,Bangkok,,
U72900MH2002PLC254736,TECH MAHINDRA BPO LIMITED,Overseas Office,54 BB Building 13th floor Bangkok - 10110 Not Specified - Thailand Phone : 2-6408170 Fax : Email : Internet :,13.7436932,100.5628604,Bangkok,Bangkok,,
U72900MH2006PLC159149,TECH MAHINDRA BUSINESS SERVICES LIMITED,Overseas Office,54 BB Building 13th floor Bangkok - 10110 Not Specified - Thailand Phone : 2-6408170 Fax : Email : Internet :,13.7436932,100.5628604,Bangkok,Bangkok,,
U85310MH2006PLC160651,TECH MAHINDRA FOUNDATION,Overseas Office,54 BB Building 13th floor Bangkok - 10110 Not Specified - Thailand Phone : 2-6408170 Fax : Email : Internet :,13.7436932,100.5628604,Bangkok,Bangkok,,
L64200MH1986PLC041370,TECH MAHINDRA LIMITED,Overseas Office,54 BB Building 13th floor Bangkok - 10110 Not Specified - Thailand Phone : 2-6408170 Fax : Email : Internet :,13.7437376,100.5628463,Bangkok,Bangkok,,
L85110KA1995PLC018710,ARCHIDPLY INDUSTRIES LIMITED,Sales & Marketing Office,A-59 Ground fl oor Bhubaneshwar - 751007 Orissa - India Phone : 0674-2380678 Fax : Email : Internet :,20.294331,85.845944,Bhubaneswar,Khorda,Odisha,
U63031OR2010PTC012372,ARSS BUS TERMINAL PRIVATE LIMITED,Registered Office,Plot No-38 Bhubaneshwar - 751010 Orissa - India Phone : 0674-2588552 Fax : 0674-2585074 Email :cs@arssgroup.in Internet : http://www.arssgroup.in,20.311939,85.8515999,Bhubaneswar,Khorda,Odisha,
U26940OR2009PLC011081,ARSS CEMENT LIMITED,Registered Office,Plot No-38 Bhubaneshwar - 751010 Orissa - India Phone : 0674-2588552 Fax : 0674-2585074 Email :cs@arssgroup.in Internet : http://www.arssgroup.in,20.311939,85.8515999,Bhubaneswar,Khorda,Odisha,
U45209OR2007PLC009201,ARSS DEVELOPERS LIMITED,Registered Office,Plot No-38 Bhubaneshwar - 751010 Orissa - India Phone : 0674-2588552 Fax : 0674-2585074 Email :cs@arssgroup.in Internet : http://www.arssgroup.in,20.311939,85.8515999,Bhubaneswar,Khorda,Odisha,
U74210OR2007PTC009398,ARSS ENGINEERING &TECHNOLOGY PVT. LTD,Registered Office,Plot No-38 Bhubaneshwar - 751010 Orissa - India Phone : 0674-2588552 Fax : 0674-2585074 Email :cs@arssgroup.in Internet : http://www.arssgroup.in,20.311939,85.8515999,Bhubaneswar,Khorda,Odisha,
U45203OR2011PTC013002,ARSS ETOE RAIL PRIVATE LIMITED,Registered Office,Plot No-38 Bhubaneshwar - 751010 Orissa - India Phone : 0674-2588552 Fax : 0674-2585074 Email :cs@arssgroup.in Internet : http://www.arssgroup.in,20.311939,85.8515999,Bhubaneswar,Khorda,Odisha,
U67120OR2010PLC012439,ARSS HOLDINGS LIMITED,Registered Office,Plot No-38 Bhubaneshwar - 751010 Orissa - India Phone : 0674-2588552 Fax : 0674-2585074 Email :cs@arssgroup.in Internet : http://www.arssgroup.in,20.311939,85.8515999,Bhubaneswar,Khorda,Odisha,
L14103OR2000PLC006230,ARSS INFRASTRUCTURE PROJECTS LIMITED,Registered Office,Plot No-38 Bhubaneshwar - 751010 Orissa - India Phone : 0674-2588552 Fax : 0674-2585074 Email :cs@arssgroup.in Internet : http://www.arssgroup.in,20.287429,85.8579479,Bhubaneswar,Khorda,Odisha,
U45203OR2012PTC015107,ARSS PHOOLSAGAR-SHAHPURA TOLLS PRIVATE LIMITED,Registered Office,Plot No-38 Bhubaneshwar - 751010 Orissa - India Phone : 0674-2588552 Fax : 0674-2585074 Email :cs@arssgroup.in Internet : http://www.arssgroup.in,20.311939,85.8515999,Bhubaneswar,Khorda,Odisha,
U45203OR2012PTC015108,ARSS SIJHATA-POUDI-KEHUNTHPUR TOLLS PRIVATE LIMITED,Registered Office,Plot No-38 Bhubaneshwar - 751010 Orissa - India Phone : 0674-2588552 Fax : 0674-2585074 Email :cs@arssgroup.in Internet : http://www.arssgroup.in,20.311939,85.8515999,Bhubaneswar,Khorda,Odisha,
U27100OR2010PLC011818,ARSS STEEL & POWER LIMITED,Registered Office,Plot No-38 Bhubaneshwar - 751010 Orissa - India Phone : 0674-2588552 Fax : 0674-2585074 Email :cs@arssgroup.in Internet : http://www.arssgroup.in,20.311939,85.8515999,Bhubaneswar,Khorda,Odisha,
L64201DL2006PLC156038,BHARTI INFRATEL LIMITED,Branch Office,IDCO Plot No. C-3/2 Bhubaneshwar - 751021 Orissa - India Phone : Fax : Email : Internet :,20.3514984,85.8229464,Bhubaneswar,Khorda,Odisha,
U64202DL2007PLC172081,BHARTI INFRATEL VENTURES LIMITED,Branch Office,IDCO Plot No. C-3/2 Bhubaneshwar - 751021 Orissa - India Phone : Fax : Email : Internet :,20.3514984,85.8229464,Bhubaneswar,Khorda,Odisha,
L15412WB1918PLC002964,BRITANNIA INDUSTRIES LTD,Factory/plant,F/21 Revenue Village Jemadei Khurda - Orissa - India Phone : Fax : Email : Internet :,20.1669766,85.6368801,Bhubaneswar,Khorda,Odisha,
L85110KA1987PLC008699,CAN FIN HOMES LIMITED,Branch Office,Plot No. SCR - 44 1st Floor Bhubaneshwar - 751001 Orissa - India Phone : 0674-2393345 Fax : Email :bhubaneswar@canfinhomes.com Internet :,20.287429,85.8579479,Bhubaneswar,Khorda,Odisha,
L85110KA1987PLC008699,CAN FIN HOMES LIMITED,Branch Office,Plot No.6 Chidananda Vihar Bhubaneshwar - 751019 Orissa - India Phone : 0674-2392045 Fax : Email :bhubaneswar@canfinhomes.com Internet :,20.3394,85.8229131,Bhubaneswar,Khorda,Odisha,
U66000HR2007PLC052028,DHFL PRAMERICA LIFE INSURANCE COMPANY LIMITED,Branch Office,102 Aditya Plaza Bhubaneshwar - 751001 Orissa - India Phone : 0674-2534142 Fax : Email : Internet :,20.2897752,85.8050987,Bhubaneswar,Khorda,Odisha,
U74120MH2010PLC209388,DHFL SALES AND SERVICES LIMITED,Branch Office,102 Aditya Plaza Bhubaneshwar - 751001 Orissa - India Phone : 0674-2534142 Fax : Email : Internet :,20.285313,85.817117,Bhubaneswar,Khorda,Odisha,
U65990OR2009PLC011366,IMFA ALLOYS FINLEASE LIMITED,Registered & Head Office,IMFA Building Bhubaneshwar - 751010 Orissa - India Phone : 0674-3051000 Fax : 0674-2580020 Email :mail@imfa.in Internet : http://www.imfa.in,20.2917142,85.850603,Bhubaneswar,Khorda,Odisha,
U22229PN1987PLC140332,NALCO WATER INDIA LIMITED,Registered & Corporate Office,Nalco Bhawan Bhubaneshwar - 751013 Orissa - India Phone : 0674-2301989-99 Fax : 0674-2300677 Email :investorservice@nalcoindia.co.in Internet : http://www.nalcoindia.com,20.3040954,85.8212647,Bhubaneswar,Khorda,Odisha,
U11100DL2013GOI258215,OIL INDIA INTERNATIONAL LIMITED,Factory/plant,Bay Exploration Project Bhubaneshwar - 751022 Orissa - India Phone : Fax : Email : Internet :,20.3117397,85.8537418,Bhubaneswar,Khorda,Odisha,
L26940OR2011PLC013933,ORIENT CEMENT LIMITED,Registered Office,Unit VIII Plot No.7 Bhubaneshwar - 751012 Orissa - India Phone : 0674-2396930 Fax : 0674-2396364 Email :investors@orientcement.com Internet : http://www.orientcement.com,20.2720032,85.8227242,Bhubaneswar,Khorda,Odisha,
U74899DL1995PLC069353,ORTEL COMMUNICATIONS LIMITED,Corporate Office,C-1 Chandrasekharpur Bhubaneshwar - 751016 Orissa - India Phone : 0674-3983200 Fax : 0674-2303448 Email :ipo@ortelgroup.com Internet : http://www.ortelcom.com,20.317826,85.8163494,Bhubaneswar,Khorda,Odisha,
L74899DL1995PLC069353,ORTEL COMMUNICATIONS LIMITED,Corporate Office,C-1 Chandrasekharpur Bhubaneshwar - 751016 Orissa - India Phone : 0674-3983200 Fax : 0674-2303448 Email :ipo@ortelgroup.com Internet : http://www.ortelcom.com,20.317826,85.8163494,Bhubaneswar,Khorda,Odisha,
U40101DL2007GOI165779,REC POWER DISTRIBUTION COMPANY LIMITED,Regional Office,Deen Dayal Bhawan Bhubaneshwar - 751009 Orissa - India Phone : 0674-2393206 Fax : 0674-2536669 Email :pobhubaneswar@recl.in Internet :,20.269384,85.8339989,Bhubaneswar,Khorda,Odisha,
U40101DL2007GOI157558,REC TRANSMISSION PROJECTS COMPANY LIMITED,Regional Office,Deen Dayal Bhawan Bhubaneshwar - 751009 Orissa - India Phone : 0674-2393206 Fax : 0674-2536669 Email :pobhubaneswar@recl.in Internet :,20.269384,85.8339989,Bhubaneswar,Khorda,Odisha,
U70101GJ2004PLC044948,SUZLON GLOBAL SERVICES LIMITED,Branch Office,Ground Floor Bhubaneshwar - 751001 Orissa - India Phone : Fax : Email : Internet :,20.28898,85.8473836,Bhubaneswar,Khorda,Odisha,
L24110TG1990PLC011977,VIMTA LABS LIMITED,Factory/plant,H.No.16C BDA Bhubaneshwar - 751003 Orissa - India Phone : Fax : Email : Internet :,20.2762509,85.795204,Bhubaneswar,Khorda,Odisha,
U72900KA2000PLC027551,WIPRO INFRASTRUCTURE ENGINEERING LIMITED,Overseas Office,Kings Technologies Park Melbourne - 3205 Not Specified - Australia Phone : 86232500 Fax : 86232599 Email : Internet :,28.0836269,-80.6081089,Melbourne,Brevard County,Florida,
L65990MH1983PLC029197,GENESYS INTERNATIONAL CORPORATION LIMITED,Overseas Office,8201 NW 93RD AVE Florida - Not Specified - United States Of America Phone : Fax : Email : Internet :,26.2268182,-80.276051,Tamarac,Broward County,Florida,
L74899DL1988PLC032166,UFLEX LIMITED,Overseas Office,R 2 Plot No. 3 6th of October City - Cairo - Egypt Phone : Fax : Email : Internet :,30.0444196,31.2357116,Cairo,Cairo,Cairo Governorate,
U85110KA1995PLC018673,TECH MAHINDRA ( R & D SERVICES) LIMITED,Overseas Office,4F JESA ITC Building Cebu - 6000 Not Specified - Phillipines Phone : 32-5126275 Fax : Email : Internet :,10.310205,123.895667,Cebu City,Cebu,Central Visayas,
U85110KA1995PLC018673,TECH MAHINDRA ( R & D SERVICES) LIMITED,Overseas Office,7F 8F & 9F Cebu - 6000 Not Specified - Phillipines Phone : Fax : Email : Internet :,10.3156992,123.8854366,Cebu City,Cebu,Central Visayas,
U72900MH2002PLC254736,TECH MAHINDRA BPO LIMITED,Overseas Office,4F JESA ITC Building Cebu - 6000 Not Specified - Phillipines Phone : 32-5126275 Fax : Email : Internet :,10.310205,123.895667,Cebu City,Cebu,Central Visayas,
U72900MH2002PLC254736,TECH MAHINDRA BPO LIMITED,Overseas Office,7F 8F & 9F Cebu - 6000 Not Specified - Phillipines Phone : Fax : Email : Internet :,10.3156992,123.8854366,Cebu City,Cebu,Central Visayas,
U72900MH2006PLC159149,TECH MAHINDRA BUSINESS SERVICES LIMITED,Overseas Office,4F JESA ITC Building Cebu - 6000 Not Specified - Phillipines Phone : 32-5126275 Fax : Email : Internet :,10.310205,123.895667,Cebu City,Cebu,Central Visayas,
U72900MH2006PLC159149,TECH MAHINDRA BUSINESS SERVICES LIMITED,Overseas Office,7F 8F & 9F Cebu - 6000 Not Specified - Phillipines Phone : Fax : Email : Internet :,10.3156992,123.8854366,Cebu City,Cebu,Central Visayas,
U85310MH2006PLC160651,TECH MAHINDRA FOUNDATION,Overseas Office,4F JESA ITC Building Cebu - 6000 Not Specified - Phillipines Phone : 32-5126275 Fax : Email : Internet :,10.310205,123.895667,Cebu City,Cebu,Central Visayas,
U85310MH2006PLC160651,TECH MAHINDRA FOUNDATION,Overseas Office,7F 8F & 9F Cebu - 6000 Not Specified - Phillipines Phone : Fax : Email : Internet :,10.3156992,123.8854366,Cebu City,Cebu,Central Visayas,
L64200MH1986PLC041370,TECH MAHINDRA LIMITED,Overseas Office,4F JESA ITC Building Cebu - 6000 Not Specified - Phillipines Phone : 32-5126275 Fax : Email : Internet :,10.310205,123.895667,Cebu City,Cebu,Central Visayas,
L64200MH1986PLC041370,TECH MAHINDRA LIMITED,Overseas Office,7F 8F & 9F Cebu - 6000 Not Specified - Phillipines Phone : Fax : Email : Internet :,10.3156992,123.8854366,Cebu City,Cebu,Central Visayas,
L17110DN1986PLC000334,ALOK INDUSTRIES LIMITED,Overseas Office,Asset Rosedale Dhaka - 1212 Not Specified - Not Specified Phone : Fax : Email : Internet :,23.7730885,90.4205739,Dhaka,Dhaka District,Dhaka Division,
U29100GJ2008PLC053226,ARVIND ACCEL LIMITED,Overseas Office,Paragon House Dhaka - 1212 Not Specified - Not Specified Phone : 8802-9887123-24 Fax : 8802-9887124 Email :p.anilkumar@arvind.com Internet :,23.7815915,90.4007016,Dhaka,Dhaka District,Dhaka Division,
U29100GJ2008PLC053226,ARVIND ACCEL LIMITED,Overseas Office,Plot No.221 Dhaka - 1208 Not Specified - Not Specified Phone : 8802-9887123 Fax : Email :p.anilkumar@arvind.in Internet :,23.810332,90.4125181,Dhaka,Dhaka District,Dhaka Division,
U01100MH1982PTC028076,ARVIND AGRICULTURAL PRODUCTS PVT LIMITED,Overseas Office,Paragon House Dhaka - 1212 Not Specified - Not Specified Phone : 8802-9887123-24 Fax : 8802-9887124 Email :p.anilkumar@arvind.com Internet :,23.7815915,90.4007016,Dhaka,Dhaka District,Dhaka Division,
